text,label
FDA approved weight loss pills. 70% off today: https://secure1740.org,spam
Security alert: Unusual login detected. Confirm your identity at https://verify8825.io,spam
Confirmation: massage session booked for Friday at 4pm.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Quick cash! Online opportunity. $1000 immediate payment: https://confirm5485.org,spam
Quick cash! Online opportunity. $1000 immediate payment: https://claimnow4731.net,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://update6003.co,spam
"Hey John, how are you doing? Let's catch up soon!",ham
New message from David on your social media account.,ham
Great job on the sales presentation! Everyone loved it.,ham
New message from David on your social media account.,ham
The laptop you ordered is now available for pickup.,ham
Get generic Viagra for $2.99! No prescription needed: https://prize1827.org,spam
Please arrive 15 minutes early for your hair appointment.,ham
Concert tickets for next month are on sale now!,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://secure4189.co,spam
Great job on the sales presentation! Everyone loved it.,ham
FDA approved weight loss pills. 70% off today: https://account325.net,spam
Don't forget about Sarah's birthday party this Saturday!,ham
The deadline for the report has been extended to Friday.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Security alert: Unusual login detected. Confirm your identity at https://prize9469.info,spam
FDA approved weight loss pills. 70% off today: https://claimnow7343.net,spam
Great job on the sales presentation! Everyone loved it.,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://account8570.net,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Thanks for the gift! It was really thoughtful of you.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
FDA approved weight loss pills. 70% off today: https://secure5475.info,spam
Team meeting at 10am to discuss the Q4 project.,ham
The laptop you ordered is now available for pickup.,ham
Client called about the proposal - please call them back.,ham
Thanks for the gift! It was really thoughtful of you.,ham
Find love today! 1000+ members online near you: https://login4008.co,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://verify9078.io,spam
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://verify701.org,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://login3710.biz,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
URGENT: Data entry positions available. Apply: https://secure517.biz,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Suspicious activity on your Amazon account. Please verify details: https://verify566.com,spam
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://update3150.io,spam
Your magazine subscription renewal is due on Friday.,ham
Can you review the marketing document before tomorrow?,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://claim7325.net,spam
You're our lucky winner! $1000 prize waiting. Click https://claimnow4020.org within 24 hours!,spam
Become a product tester. Earn $50/hour. Sign up: https://confirm9850.co,spam
Thanks for the gift! It was really thoughtful of you.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Road trip to the beach this weekend? I'll drive!,ham
New message from David on your social media account.,ham
The laptop you ordered is now available for pickup.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Account warning: Your bank needs verification. Click here: https://claim6254.co,spam
Want to grab lunch at our usual place?,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Generic medications available! 90 pills for $49.99. Order: https://login4313.com,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Meeting reminder: Project review at 2pm in conference room B.,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://win408.info",spam
Your bank statement is now available online.,ham
You're our lucky winner! $1000 prize waiting. Click https://confirm1531.co within 24 hours!,spam
Grandpa's 80th birthday is next month. What should we get him?,ham
URGENT: Data entry positions available. Apply: https://claim5433.biz,spam
Family reunion planning: Can you bring desserts?,ham
Team meeting at 10am to discuss the Q4 project.,ham
Confirmation: massage session booked for Friday at 4pm.,ham
Can you pick up milk from the store on your way home?,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
"International lottery - You've won $1,000,000! Claim: https://account4205.org",spam
WINNER! You've been selected for the grand prize of $10000. Visit https://update7901.io to redeem,spam
Natural health supplements. 30 day trial: https://claim6627.com,spam
Don't forget about Sarah's birthday party this Saturday!,ham
URGENT: Data entry positions available. Apply: https://claim2043.org,spam
Your consultation has been rescheduled to Wednesday.,ham
EuroMillions winner! 10 million pounds waiting: https://account4693.info,spam
Please arrive 15 minutes early for your hair appointment.,ham
"International lottery - You've won $1,000,000! Claim: https://win4749.co",spam
Your Netflix password expires today. Update immediately: https://verify8859.biz,spam
Forex trading signal - 95% accuracy. Start with $250: https://update7895.biz,spam
Quick cash! Online opportunity. $1000 immediate payment: https://login9660.io,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Your perfect match is waiting! Sign up free: https://verify2862.co,spam
New message from David on your social media account.,ham
Hot singles in your area are interested! Chat now: https://login3671.org,spam
Just saw your favorite band and thought of you! How have you been?,ham
Great job on the sales presentation! Everyone loved it.,ham
Natural health supplements. 30 day trial: https://confirm8093.com,spam
Suspicious activity on your Amazon account. Please verify details: https://win3737.info,spam
URGENT: Your PayPal account will be suspended. Verify now: https://claimnow7284.info,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Generic medications available! 90 pills for $49.99. Order: https://win6605.info,spam
Single girls near you want to meet! View profile: https://claim5409.com,spam
URGENT: Your PayPal account will be suspended. Verify now: https://account6982.co,spam
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://verify7545.net",spam
New message from David on your social media account.,ham
Lonely women seeking connection. Message now: https://update8787.biz,spam
Your profile has been successfully updated.,ham
Security alert: Unusual login detected. Confirm your identity at https://login9041.net,spam
Make 500% daily returns with our crypto trading bot! Sign up: https://win7543.info,spam
Lonely women seeking connection. Message now: https://secure3477.org,spam
Team meeting at 10am to discuss the Q4 project.,ham
Road trip to the beach this weekend? I'll drive!,ham
Work from home! Earn $500/day. No experience needed: https://claim890.biz,spam
Quick cash! Online opportunity. $1000 immediate payment: https://update9559.org,spam
Your consultation has been rescheduled to Wednesday.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Generic medications available! 90 pills for $49.99. Order: https://claim5515.io,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://claimnow515.biz,spam
Forex trading signal - 95% accuracy. Start with $250: https://login2848.io,spam
Generic medications available! 90 pills for $49.99. Order: https://verify8752.biz,spam
Game night this Saturday! Bring your favorite board games.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Reminder: Annual check-up tomorrow at 11am.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Final notice: Unclaimed lottery prize of $25000! https://win7071.org,spam
Your profile has been successfully updated.,ham
Single girls near you want to meet! View profile: https://prize7097.biz,spam
Game night this Saturday! Bring your favorite board games.,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://verify7221.net,spam
The deadline for the report has been extended to Friday.,ham
Game night this Saturday! Bring your favorite board games.,ham
You're our lucky winner! $1000 prize waiting. Click https://confirm7735.org within 24 hours!,spam
Want to grab lunch at our usual place?,ham
Quick cash! Online opportunity. $1000 immediate payment: https://login2521.info,spam
Work from home! Earn $500/day. No experience needed: https://confirm4981.co,spam
Weather alert: heavy rain expected in your area tonight.,ham
New message from David on your social media account.,ham
Lonely women seeking connection. Message now: https://win8949.org,spam
Your package from Amazon will arrive by tomorrow.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://win2821.com,spam
Client called about the proposal - please call them back.,ham
You're our lucky winner! $1000 prize waiting. Click https://prize3870.co within 24 hours!,spam
"Hey John, how are you doing? Let's catch up soon!",ham
FDA approved weight loss pills. 70% off today: https://update7543.com,spam
Concert tickets for next month are on sale now!,ham
Generic medications available! 90 pills for $49.99. Order: https://claim1625.info,spam
Natural health supplements. 30 day trial: https://claim1172.org,spam
Generic medications available! 90 pills for $49.99. Order: https://win5285.co,spam
Thanks for the gift! It was really thoughtful of you.,ham
Lonely women seeking connection. Message now: https://claim6471.net,spam
Single girls near you want to meet! View profile: https://account6612.io,spam
Can you pick up milk from the store on your way home?,ham
Work from home! Earn $500/day. No experience needed: https://win295.io,spam
Want to grab lunch at our usual place?,ham
Road trip to the beach this weekend? I'll drive!,ham
Please arrive 15 minutes early for your hair appointment.,ham
Enhance your performance with natural supplements. 50% discount: https://secure9140.org,spam
Team meeting at 10am to discuss the Q4 project.,ham
Confirmation: massage session booked for Friday at 4pm.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://verify664.biz,spam
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
The deadline for the report has been extended to Friday.,ham
Thanks for the gift! It was really thoughtful of you.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Please arrive 15 minutes early for your hair appointment.,ham
EuroMillions winner! 10 million pounds waiting: https://win1579.co,spam
Can you review the marketing document before tomorrow?,ham
Your perfect match is waiting! Sign up free: https://update431.net,spam
URGENT: Data entry positions available. Apply: https://prize3358.org,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
FDA approved weight loss pills. 70% off today: https://login8161.com,spam
Account warning: Your bank needs verification. Click here: https://confirm4048.info,spam
The deadline for the report has been extended to Friday.,ham
Suspicious activity on your Amazon account. Please verify details: https://prize6440.co,spam
Please arrive 15 minutes early for your hair appointment.,ham
Client called about the proposal - please call them back.,ham
You're our lucky winner! $1000 prize waiting. Click https://update2056.co within 24 hours!,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Thanks for the gift! It was really thoughtful of you.,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://secure7638.info to redeem,spam
Game night this Saturday! Bring your favorite board games.,ham
Your consultation has been rescheduled to Wednesday.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Great job on the sales presentation! Everyone loved it.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Can you pick up milk from the store on your way home?,ham
New message from David on your social media account.,ham
Can you pick up milk from the store on your way home?,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://prize8160.com,spam
Make money online! Easy system. Start now: https://confirm7940.biz,spam
Find love today! 1000+ members online near you: https://claimnow9181.net,spam
Find love today! 1000+ members online near you: https://login8855.co,spam
Family reunion planning: Can you bring desserts?,ham
Family reunion planning: Can you bring desserts?,ham
Confirmation: massage session booked for Friday at 4pm.,ham
EuroMillions winner! 10 million pounds waiting: https://account2271.co,spam
Account warning: Your bank needs verification. Click here: https://account869.io,spam
Can you pick up milk from the store on your way home?,ham
Weather alert: heavy rain expected in your area tonight.,ham
Work from home! Earn $500/day. No experience needed: https://account2614.io,spam
Your perfect match is waiting! Sign up free: https://verify1323.org,spam
Family reunion planning: Can you bring desserts?,ham
Great job on the sales presentation! Everyone loved it.,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://claimnow2420.info,spam
Weather alert: heavy rain expected in your area tonight.,ham
Your bank statement is now available online.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Natural health supplements. 30 day trial: https://confirm4257.net,spam
Work from home! Earn $500/day. No experience needed: https://secure3756.info,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://account9671.io,spam
New message from David on your social media account.,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://login3740.io,spam
Single girls near you want to meet! View profile: https://verify4475.co,spam
FDA approved weight loss pills. 70% off today: https://prize6332.io,spam
The laptop you ordered is now available for pickup.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Road trip to the beach this weekend? I'll drive!,ham
Lonely women seeking connection. Message now: https://secure9698.biz,spam
Your bank statement is now available online.,ham
Concert tickets for next month are on sale now!,ham
Your ticket #12345 won $5000 in the weekly draw! https://prize5535.io,spam
Thanks for your purchase! Here's 15% off your next order.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Suspicious activity on your Amazon account. Please verify details: https://confirm5059.biz,spam
Final notice: Unclaimed lottery prize of $25000! https://prize2727.com,spam
Your magazine subscription renewal is due on Friday.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Suspicious activity on your Amazon account. Please verify details: https://claimnow4255.net,spam
Please arrive 15 minutes early for your hair appointment.,ham
Get generic Viagra for $2.99! No prescription needed: https://claim1430.com,spam
Hot singles in your area are interested! Chat now: https://claimnow6681.com,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://update9399.co,spam
Family reunion planning: Can you bring desserts?,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Sale alert: 30% off on winter clothing this weekend only!,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://secure133.co,spam
Your package from Amazon will arrive by tomorrow.,ham
Your perfect match is waiting! Sign up free: https://win3930.io,spam
The laptop you ordered is now available for pickup.,ham
FDA approved weight loss pills. 70% off today: https://confirm5684.net,spam
Road trip to the beach this weekend? I'll drive!,ham
Game night this Saturday! Bring your favorite board games.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Just saw your favorite band and thought of you! How have you been?,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://prize6992.net,spam
Weather alert: heavy rain expected in your area tonight.,ham
Work from home! Earn $500/day. No experience needed: https://win851.com,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Can you pick up milk from the store on your way home?,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Your Netflix password expires today. Update immediately: https://login8512.com,spam
Security alert: Unusual login detected. Confirm your identity at https://prize742.co,spam
Crypto millionaire reveals secret! Earn 300% monthly: https://win2321.info,spam
Great job on the sales presentation! Everyone loved it.,ham
The laptop you ordered is now available for pickup.,ham
Just saw your favorite band and thought of you! How have you been?,ham
The deadline for the report has been extended to Friday.,ham
New message from David on your social media account.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Meeting reminder: Project review at 2pm in conference room B.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Suspicious activity on your Amazon account. Please verify details: https://claim4415.co,spam
Tesla stock ALERT! Price expected to rise 200%. Invest now at https://confirm4850.biz,spam
Can you pick up milk from the store on your way home?,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Can you pick up milk from the store on your way home?,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://secure5121.org,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Can you review the marketing document before tomorrow?,ham
Can you pick up milk from the store on your way home?,ham
The deadline for the report has been extended to Friday.,ham
The deadline for the report has been extended to Friday.,ham
Team meeting at 10am to discuss the Q4 project.,ham
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://account3016.org,spam
Find love today! 1000+ members online near you: https://login8815.io,spam
Road trip to the beach this weekend? I'll drive!,ham
Concert tickets for next month are on sale now!,ham
Thanks for the gift! It was really thoughtful of you.,ham
Suspicious activity on your Amazon account. Please verify details: https://update6686.net,spam
FDA approved weight loss pills. 70% off today: https://secure2469.org,spam
Forex trading signal - 95% accuracy. Start with $250: https://claimnow6289.co,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Your consultation has been rescheduled to Wednesday.,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://confirm3371.com,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Your profile has been successfully updated.,ham
Concert tickets for next month are on sale now!,ham
Enhance your performance with natural supplements. 50% discount: https://claimnow4045.io,spam
Can you pick up milk from the store on your way home?,ham
The laptop you ordered is now available for pickup.,ham
Great job on the sales presentation! Everyone loved it.,ham
Your Netflix password expires today. Update immediately: https://verify4935.co,spam
Your bank statement is now available online.,ham
Want to grab lunch at our usual place?,ham
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://win993.org",spam
Road trip to the beach this weekend? I'll drive!,ham
URGENT: Data entry positions available. Apply: https://account6579.net,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://account3969.co,spam
Enhance your performance with natural supplements. 50% discount: https://login8542.net,spam
Suspicious activity on your Amazon account. Please verify details: https://verify8205.net,spam
Weather alert: heavy rain expected in your area tonight.,ham
Your perfect match is waiting! Sign up free: https://update2849.co,spam
Work from home! Earn $500/day. No experience needed: https://secure1115.info,spam
Your profile has been successfully updated.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://verify1280.com,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://confirm1949.net,spam
Client called about the proposal - please call them back.,ham
Generic medications available! 90 pills for $49.99. Order: https://claim8285.info,spam
Grandpa's 80th birthday is next month. What should we get him?,ham
Lonely women seeking connection. Message now: https://confirm6909.biz,spam
Generic medications available! 90 pills for $49.99. Order: https://secure662.co,spam
Want to grab lunch at our usual place?,ham
Your profile has been successfully updated.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://account9075.info,spam
Just saw your favorite band and thought of you! How have you been?,ham
Can you pick up milk from the store on your way home?,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
New message from David on your social media account.,ham
Weather alert: heavy rain expected in your area tonight.,ham
Don't forget about Sarah's birthday party this Saturday!,ham
You are the lucky winner of our annual giveaway! Claim $5000 now at https://verify5741.net,spam
Get generic Viagra for $2.99! No prescription needed: https://claimnow8462.io,spam
Natural health supplements. 30 day trial: https://confirm1278.net,spam
"You're our 1,000,000th visitor! Click to spin the prize wheel! https://verify9575.com",spam
Quick cash! Online opportunity. $1000 immediate payment: https://prize2034.biz,spam
Find love today! 1000+ members online near you: https://confirm8769.net,spam
Find love today! 1000+ members online near you: https://confirm8428.info,spam
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
EuroMillions winner! 10 million pounds waiting: https://login302.net,spam
Forex trading signal - 95% accuracy. Start with $250: https://prize5322.biz,spam
Game night this Saturday! Bring your favorite board games.,ham
Family reunion planning: Can you bring desserts?,ham
Your profile has been successfully updated.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Quick cash! Online opportunity. $1000 immediate payment: https://claim7686.co,spam
You're our lucky winner! $1000 prize waiting. Click https://claimnow4126.biz within 24 hours!,spam
Just saw your favorite band and thought of you! How have you been?,ham
Your perfect match is waiting! Sign up free: https://confirm4585.org,spam
URGENT: Data entry positions available. Apply: https://claimnow7972.co,spam
Please arrive 15 minutes early for your hair appointment.,ham
Natural health supplements. 30 day trial: https://win3154.org,spam
The deadline for the report has been extended to Friday.,ham
Your perfect match is waiting! Sign up free: https://account6364.com,spam
Suspicious activity on your Amazon account. Please verify details: https://claim3370.com,spam
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://win6931.org,spam
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://update6716.io,spam
You are the lucky winner of our annual giveaway! Claim $5000 now at https://update8060.io,spam
WINNER! You've been selected for the grand prize of $10000. Visit https://claimnow9334.org to redeem,spam
Want to grab lunch at our usual place?,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Account warning: Your bank needs verification. Click here: https://account7177.org,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Natural health supplements. 30 day trial: https://verify7403.net,spam
Can you review the marketing document before tomorrow?,ham
Find love today! 1000+ members online near you: https://win7561.io,spam
Forex trading signal - 95% accuracy. Start with $250: https://prize2763.co,spam
The kids loved the presents you sent! They can't stop talking about them.,ham
Account warning: Your bank needs verification. Click here: https://secure8003.io,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Weather alert: heavy rain expected in your area tonight.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Work from home! Earn $500/day. No experience needed: https://secure6059.net,spam
Final notice: Unclaimed lottery prize of $25000! https://confirm2543.com,spam
FDA approved weight loss pills. 70% off today: https://claim7062.biz,spam
Weather alert: heavy rain expected in your area tonight.,ham
Your package from Amazon will arrive by tomorrow.,ham
Mom asked if you're coming for Thanksgiving dinner this Sunday.,ham
Game night this Saturday! Bring your favorite board games.,ham
Family reunion planning: Can you bring desserts?,ham
FDA approved weight loss pills. 70% off today: https://claim2439.info,spam
"Hey John, how are you doing? Let's catch up soon!",ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Road trip to the beach this weekend? I'll drive!,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Get generic Viagra for $2.99! No prescription needed: https://claimnow6332.io,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Want to grab lunch at our usual place?,ham
Lonely women seeking connection. Message now: https://win255.com,spam
Crypto millionaire reveals secret! Earn 300% monthly: https://win9880.co,spam
Congratulations! Your email won $500 in the weekly sweepstakes. Claim at: https://claimnow8882.com,spam
Client called about the proposal - please call them back.,ham
URGENT: Data entry positions available. Apply: https://claim3852.info,spam
Thanks for your purchase! Here's 15% off your next order.,ham
Single girls near you want to meet! View profile: https://update8722.io,spam
Your package from Amazon will arrive by tomorrow.,ham
You're our lucky winner! $1000 prize waiting. Click https://login7533.info within 24 hours!,spam
Lonely women seeking connection. Message now: https://account1987.io,spam
Single girls near you want to meet! View profile: https://win6919.biz,spam
Want to grab lunch at our usual place?,ham
Bitcoin revolution! Turn $100 into $10000 in just 30 days. Join now: https://verify1049.org,spam
"International lottery - You've won $1,000,000! Claim: https://secure821.io",spam
Concert tickets for next month are on sale now!,ham
Your Netflix password expires today. Update immediately: https://prize4129.org,spam
New message from David on your social media account.,ham
Become a product tester. Earn $50/hour. Sign up: https://claimnow4442.net,spam
Lonely women seeking connection. Message now: https://confirm5685.org,spam
Game night this Saturday! Bring your favorite board games.,ham
Forex trading signal - 95% accuracy. Start with $250: https://claim9900.com,spam
Confirmation: massage session booked for Friday at 4pm.,ham
Your Netflix password expires today. Update immediately: https://login3576.biz,spam
Concert tickets for next month are on sale now!,ham
Please arrive 15 minutes early for your hair appointment.,ham
Client called about the proposal - please call them back.,ham
Client called about the proposal - please call them back.,ham
Please arrive 15 minutes early for your hair appointment.,ham
Game night this Saturday! Bring your favorite board games.,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Find love today! 1000+ members online near you: https://prize8192.org,spam
Can you pick up milk from the store on your way home?,ham
Can you pick up milk from the store on your way home?,ham
Can you review the marketing document before tomorrow?,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://claim4151.org,spam
Client called about the proposal - please call them back.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Become a product tester. Earn $50/hour. Sign up: https://prize6028.com,spam
Meeting reminder: Project review at 2pm in conference room B.,ham
The deadline for the report has been extended to Friday.,ham
Make money online! Easy system. Start now: https://win3205.net,spam
Concert tickets for next month are on sale now!,ham
Team meeting at 10am to discuss the Q4 project.,ham
Movie night this Friday! We're watching the new comedy at our place.,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://prize1964.net,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
You're our lucky winner! $1000 prize waiting. Click https://update944.com within 24 hours!,spam
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Want to grab lunch at our usual place?,ham
Your order #1234567 has been shipped! Expected delivery: tomorrow,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Team meeting at 10am to discuss the Q4 project.,ham
Can you review the marketing document before tomorrow?,ham
WINNER! You've been selected for the grand prize of $10000. Visit https://claim9695.org to redeem,spam
Your package from Amazon will arrive by tomorrow.,ham
Your dentist appointment is confirmed for Monday at 2:30pm.,ham
Forex trading signal - 95% accuracy. Start with $250: https://account2651.net,spam
Forex trading signal - 95% accuracy. Start with $250: https://confirm8370.net,spam
Hot singles in your area are interested! Chat now: https://confirm5306.co,spam
Your consultation has been rescheduled to Wednesday.,ham
Client called about the proposal - please call them back.,ham
Enhance your performance with natural supplements. 50% discount: https://claimnow3827.co,spam
Security alert: Unusual login detected. Confirm your identity at https://prize8930.net,spam
Don't forget about Sarah's birthday party this Saturday!,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Team meeting at 10am to discuss the Q4 project.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
Can you review the marketing document before tomorrow?,ham
Sale alert: 30% off on winter clothing this weekend only!,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://prize228.biz,spam
URGENT: Data entry positions available. Apply: https://update5851.com,spam
Reminder: Annual check-up tomorrow at 11am.,ham
Suspicious activity on your Amazon account. Please verify details: https://prize7048.co,spam
Find love today! 1000+ members online near you: https://win3633.biz,spam
URGENT: Your PayPal account will be suspended. Verify now: https://login250.co,spam
The deadline for the report has been extended to Friday.,ham
Grandpa's 80th birthday is next month. What should we get him?,ham
Your consultation has been rescheduled to Wednesday.,ham
Generic medications available! 90 pills for $49.99. Order: https://claim8665.org,spam
Become a product tester. Earn $50/hour. Sign up: https://login9326.io,spam
URGENT: Data entry positions available. Apply: https://secure7305.com,spam
Lonely women seeking connection. Message now: https://account249.info,spam
Movie night this Friday! We're watching the new comedy at our place.,ham
Client called about the proposal - please call them back.,ham
Your bank statement is now available online.,ham
Family reunion planning: Can you bring desserts?,ham
CONGRATULATIONS! You've won $1000 in the Mega lottery! Click here to claim your prize now: https://prize955.net,spam
You're our lucky winner! $1000 prize waiting. Click https://claimnow4472.co within 24 hours!,spam
Quick cash! Online opportunity. $1000 immediate payment: https://confirm2636.org,spam
Final notice: Unclaimed lottery prize of $25000! https://verify6322.biz,spam
Thanks for the gift! It was really thoughtful of you.,ham
Can you review the marketing document before tomorrow?,ham
Want to grab lunch at our usual place?,ham
Weather alert: heavy rain expected in your area tonight.,ham
Your perfect match is waiting! Sign up free: https://claimnow1375.co,spam
Thanks for the gift! It was really thoughtful of you.,ham
Your consultation has been rescheduled to Wednesday.,ham
Game night this Saturday! Bring your favorite board games.,ham
The kids loved the presents you sent! They can't stop talking about them.,ham
The laptop you ordered is now available for pickup.,ham
Single girls near you want to meet! View profile: https://confirm3387.co,spam
Sale alert: 30% off on winter clothing this weekend only!,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://update4868.net,spam
Your ticket #12345 won $5000 in the weekly draw! https://claim9595.net,spam
Work from home! Earn $500/day. No experience needed: https://claimnow5547.org,spam
Client called about the proposal - please call them back.,ham
Thanks for your purchase! Here's 15% off your next order.,ham
Security alert: Unusual login detected. Confirm your identity at https://claimnow716.co,spam
Your magazine subscription renewal is due on Friday.,ham
Lonely women seeking connection. Message now: https://claim667.net,spam
Just saw your favorite band and thought of you! How have you been?,ham
URGENT: Data entry positions available. Apply: https://claim6623.net,spam
"Hey John, how are you doing? Let's catch up soon!",ham
Client called about the proposal - please call them back.,ham
Make 500% daily returns with our crypto trading bot! Sign up: https://update3381.co,spam
Client called about the proposal - please call them back.,ham
"Hey John, how are you doing? Let's catch up soon!",ham
Great job on the sales presentation! Everyone loved it.,ham
Weather alert: heavy rain expected in your area tonight.,ham
URGENT: Data entry positions available. Apply: https://win5871.co,spam
Family reunion planning: Can you bring desserts?,ham
Don't forget about Sarah's birthday party this Saturday!,ham
Can you pick up milk from the store on your way home?,ham
Crypto millionaire reveals secret! Earn 300% monthly: https://confirm7037.io,spam
Thanks for your purchase! Here's 15% off your next order.,ham
Your magazine subscription renewal is due on Friday.,ham
Please arrive 15 minutes early for your hair appointment.,ham
FDA approved weight loss pills. 70% off today: https://secure1538.co,spam
